"CUSTOMERNUMBER","CHECKNUMBER","PAYMENTDATE","AMOUNT"
1021,"AP8508181688",31.12.2006,645,58
607,"WV4240652842",16.03.2008,822,06
1217,"VF8403206559",03.03.2008,463,24
1019,"QX1468749691",21.04.2007,259,97
822,"IR1171033688",16.08.2007,376,11
1287,"CO4475029192",14.05.2006,302,84
573,"TU9644920412",04.11.2007,877,78
626,"BB2964085944",30.10.2008,816,2
634,"JA9220166721",08.05.2008,733,93
1127,"PM7039623270",29.06.2006,719,26
798,"US3009793116",07.11.2008,912,94
657,"FX8062541393",25.12.2007,963,58
824,"QU8198704832",09.02.2006,417,3
1281,"JB2612098860",10.09.2008,692,76
641,"TH8949908902",09.10.2006,976,53
566,"VV2815939945",26.09.2008,454,4
1038,"QE6830588910",03.10.2006,317,86
574,"DW5761867012",20.08.2007,925,21
889,"WN3061220407",02.05.2007,613,78
1124,"ZQ2770777868",10.04.2006,203,9
669,"DB8957185771",30.05.2007,375,16
1106,"AO7588616101",30.03.2007,976,73
847,"LD3826074768",08.02.2008,752,61
1218,"GP5119326773",15.01.2007,419,94
708,"AN8951915332",08.08.2008,391,17
549,"DK7332096058",19.07.2007,212,71
775,"FT3137605805",20.11.2007,490,57
1277,"ZH6394433741",10.11.2007,358,28
1025,"JE5017109637",29.12.2007,217,34
1190,"CD3474576343",07.07.2006,682,82
771,"TE1922530669",23.11.2007,735,28
506,"KB1697749817",16.10.2008,366,12
889,"JB1374358407",15.01.2006,526,94
795,"MU7736835015",13.09.2006,295,07
1041,"TS4274398192",19.07.2008,811,74
793,"QB8496062596",26.06.2006,676,55
892,"OF5358391802",31.10.2006,785,1
1276,"JK8065469438",28.02.2008,846,08
1129,"GP9516721416",19.05.2006,748,19
543,"KT8897237396",02.04.2008,416,22
1247,"XM9796813759",22.12.2006,828,9
539,"WM7869705230",07.11.2008,471,74
749,"PJ0852327710",09.05.2008,553,49
1106,"AA7105072705",21.02.2006,488,68
640,"TZ4055821646",10.03.2008,670,1
942,"II8606264063",20.07.2007,279,1
1021,"HV1386484938",13.09.2006,798,45
542,"VU6285001064",31.08.2006,596,26
697,"FL5896243962",07.02.2006,533,12
1196,"IY7887109694",12.12.2007,723,4
525,"LI0213978292",25.12.2007,213,63
1212,"JQ1481414456",23.12.2008,862,48
982,"CZ6477989334",30.04.2007,940,64
943,"QL5341955021",03.07.2008,291,99
797,"XG9793939323",06.01.2007,615,69
582,"VL2856941688",29.09.2007,317,94
650,"CM5943037069",27.10.2007,459,43
525,"OZ1838664795",16.03.2008,457,4
1156,"HQ2774224755",16.11.2006,875,75
676,"SO2315755416",10.11.2007,711,64
626,"WM6345176253",23.02.2007,918,51
1114,"TE5158490739",02.04.2008,263,04
1168,"ZW8525404869",30.01.2007,241,1
934,"FC3533888659",07.11.2008,311,24
1162,"NY0790993707",03.02.2008,513,08
810,"YL8658771602",31.05.2008,902,9
808,"QQ6822334412",01.10.2008,323,47
977,"CK8268013139",20.08.2007,953,27
1002,"ZY4800452961",12.10.2008,205,4
1276,"ZW1900457288",14.07.2006,858,77
1046,"CJ5185115281",30.03.2008,866,44
682,"YX0549556596",07.11.2008,607,45
782,"YK3366172387",02.04.2007,236,34
864,"OL1569866897",18.05.2007,756,45
798,"SI3888331503",10.08.2008,604,09
1159,"DS4776068841",02.02.2006,715,99
568,"EX2169090240",09.02.2006,559,39
864,"RI2484983413",27.11.2008,504,46
576,"DO4424174368",25.11.2006,323,34
641,"YW0262496590",23.08.2008,971,87
1055,"DG8747857151",27.09.2008,809,87
1207,"TI5293981975",31.07.2006,277,04
1187,"PR4563968336",11.02.2006,643,06
1092,"KT2672219388",05.08.2006,797,5
1215,"MY2575871130",19.03.2008,421,78
540,"DC0780112851",11.04.2006,304,22
1109,"BF8833859589",09.05.2008,821,96
646,"JP0876529211",02.06.2007,586,71
781,"QW1973751095",18.10.2006,504,63
540,"UB4455534987",11.01.2007,231,51
608,"JX5664712377",17.06.2006,307,82
895,"XQ8448854736",27.05.2008,772,58
590,"UC0529544867",14.10.2008,493,37
1025,"CX0749211966",18.07.2008,611,44
865,"QV4831902353",03.03.2007,940,49
513,"ZN2645267161",20.07.2006,983,67
758,"WP3901611208",21.01.2008,383,04
614,"CC1175209477",13.04.2006,489,91
1200,"VF5842771997",25.08.2008,721,85
1077,"CF6781694224",14.09.2007,950,78
1269,"GQ8262919900",18.06.2007,361,23
865,"NE2451753220",05.07.2006,449,2
1102,"MI7389601402",19.11.2008,663,91
1294,"XW2378334844",23.03.2006,227,17
714,"MU2328271592",09.02.2006,250,81
1070,"QC5659609267",30.08.2007,670,81
659,"LT2322499773",27.03.2008,828,91
721,"SK3278367460",16.04.2006,384,35
1218,"YA6828937823",25.01.2008,575,08
769,"SP3688424721",25.11.2008,580,33
598,"SI7368080778",31.03.2006,273,14
741,"SX3833222237",23.09.2006,746,6
826,"TJ1631500332",31.12.2007,858,37
953,"PV8262013139",01.09.2008,436,57
524,"EY4963491176",17.06.2008,606,93
811,"TF0536379257",18.12.2006,525,82
817,"PE9753811348",12.11.2008,574,04
510,"MW2644339054",31.08.2007,627,98
595,"GM5870485232",22.10.2008,284,09
680,"VZ3452897156",05.06.2008,419,75
1155,"BE7469955504",22.08.2007,352,66
625,"HC5082224062",24.07.2007,238,6
914,"SC3494921538",14.11.2006,532,1
1054,"SC2777247632",09.08.2007,936,11
504,"FG8138689086",03.09.2008,463,04
629,"BE5961382816",10.05.2006,645,75
744,"RK5417839847",09.01.2006,836,78
1093,"GB9049004755",13.06.2007,505,12
663,"JP8878744454",08.03.2008,978,25
629,"XP9356095037",21.02.2007,912,73
1150,"IL2905001626",05.05.2008,493,02
1043,"HC4785761419",09.12.2008,642,24
1129,"XN9227601672",20.12.2007,239,46
583,"ZE1550615187",15.10.2006,738,1
860,"LS9595443477",24.09.2007,534,43
887,"NT3937319714",04.01.2008,824,99
546,"TJ0862485200",02.05.2006,429,46
679,"PD7859110963",20.09.2006,524,68
555,"IF5732558043",31.07.2007,554,66
1109,"GL1860766984",30.12.2008,344,97
1180,"SR7114402595",18.11.2007,469,64
946,"NS6477579442",04.11.2007,330,65
1293,"XK8727064078",08.02.2006,332,34
1055,"DA5794478570",03.07.2006,598,24
995,"DR0229495115",25.07.2007,651,38
817,"AR0095581072",11.04.2006,465,03
853,"XI0908603639",29.12.2006,372,51
764,"QT6982154570",25.03.2008,676,79
938,"SI2755721709",09.03.2007,415,55
1163,"BQ5036704208",16.06.2007,290,39
1114,"WO7717561707",19.01.2006,477,09
1258,"CJ3049386464",13.03.2007,922,95
728,"WT7430926862",24.04.2006,491,87
520,"EJ8653562164",14.10.2007,794,78
796,"TF6007782543",28.01.2007,456,57
575,"JR2713415356",13.05.2007,509,79
566,"QA6435826559",06.03.2006,811,19
988,"KX0906380857",27.10.2007,696,14
572,"NL5510321796",02.01.2007,895,63
706,"YQ0358963435",31.08.2006,909,52
526,"QR6814467556",05.02.2006,202,85
917,"HZ6844778263",08.10.2007,840,68
1025,"BE0187575632",04.03.2008,485,45
600,"CJ8840930547",20.11.2006,913,22
934,"HH3844230978",05.07.2008,889,34
856,"QL0645647998",26.09.2008,658,84
582,"DW8217284168",09.03.2008,234,36
982,"YJ4043151260",25.11.2006,263,25
1292,"DK6163506508",26.07.2007,991,91
570,"NC1134594777",29.12.2007,240,42
764,"HN7758197135",22.09.2008,270,46
923,"KH3831758160",07.04.2008,361,65
672,"KH4230140499",20.12.2008,857,96
706,"AK5791365347",13.03.2007,991,75
890,"GS3574489911",28.04.2007,747,89
1081,"SN2232232786",09.02.2006,317,13
546,"ZG2610364757",23.06.2006,424,13
1254,"JK7510616343",18.05.2008,437,89
865,"IU3740790918",30.11.2008,969,53
1134,"DN9721593869",05.11.2007,392,37
1028,"WQ1496679640",09.03.2006,226,86
1042,"PA5683614217",09.02.2006,930,89
891,"IB6277899069",26.09.2007,638,6
917,"DF1183123293",06.03.2006,314,89
527,"TN2460425462",20.08.2007,473,16
1165,"AE2709575306",06.02.2006,228,76
755,"FN8492324903",10.10.2007,951,57
938,"LY7365608669",22.05.2007,913,54
953,"ZM9632148859",08.04.2007,784,07
724,"SD5695525071",03.04.2008,905,26
923,"EK0533533003",12.12.2006,245,33
968,"NO3016941196",10.11.2006,943,55
923,"ZV5180778489",08.10.2006,223,22
867,"JW4352436238",09.11.2006,555,47
1055,"OB5341661609",15.09.2008,710,19
1174,"RS2681902453",18.05.2008,361,97
1139,"UZ6661332387",28.05.2006,622,8
759,"BD3789054625",28.05.2007,957,18
867,"UE6079729034",30.08.2008,482,5
892,"FI2470707239",19.08.2007,716,53
1087,"BB6690471805",23.04.2006,420,39
1132,"AK5706147998",04.05.2006,952,81
518,"JX8228959396",30.06.2006,827,93
683,"AH7135744367",14.12.2007,710,63
909,"HD3732057684",14.05.2006,817,55
1127,"YO1639520391",13.08.2006,412,7
664,"RU9476307688",25.03.2007,729,31
769,"GB0106942724",24.03.2008,406,09
921,"PK4863774257",21.02.2008,674,36
1189,"YZ4491095853",19.11.2007,443,14
1110,"PD6497403365",02.09.2006,990,36
931,"YH1654789660",14.07.2008,526,89
794,"BR6274504857",26.12.2007,750,99
781,"CG9647815789",30.09.2006,401,67
867,"AT0999424613",03.07.2007,968,71
644,"RU7440718977",19.11.2007,326,4
967,"NF6660120172",17.04.2007,509,9
809,"AR0946474407",30.04.2007,481,52
659,"CO1705692569",26.05.2008,850,08
1253,"PQ9712753001",05.03.2008,879,96
713,"MS1720187483",15.07.2006,490,37
1194,"JB7148630007",22.02.2007,428,34
688,"CI1580909013",05.03.2008,976,47
594,"WI1090173494",31.03.2006,866,28
593,"GD5057314736",13.07.2007,268,39
543,"ID6904901615",07.01.2008,351,33
848,"FO1284337514",03.10.2007,340,81
509,"VI3484617817",24.07.2007,899,01
745,"NH9360848879",28.01.2007,614,08
1294,"EZ6165107349",01.07.2006,991,46
567,"MD9322659235",14.07.2008,560,24
967,"LC2084877358",26.12.2008,672,12
1028,"FB0709343809",03.12.2007,259,42
1120,"LK3391675121",14.01.2006,209,39
895,"ZV5292108072",07.06.2006,241,34
822,"DY1848051440",13.09.2006,580,74
1070,"EL9536858049",17.09.2007,288,35
975,"WE0046336415",01.12.2006,254,82
1259,"RQ0440451921",22.08.2008,848,55
594,"EO1241896223",06.02.2008,480,46
1066,"BS3036159385",29.04.2008,562,36
1196,"HV6926251156",12.08.2008,581,27
794,"UC2782712996",05.12.2007,589,76
1075,"NI1269288392",05.05.2006,447,29
670,"FL3719402426",26.10.2007,793,58
563,"XF8942651878",05.03.2006,767,16
774,"KJ8621518602",22.12.2008,230,09
909,"NC7603366528",15.11.2008,600,97
866,"CD9784215888",29.10.2006,677,97
1095,"ZW9299607577",16.09.2007,706,75
516,"SI1553701635",16.02.2007,947,48
1227,"TL8556813261",10.01.2008,454,08
1109,"WQ2423955860",05.03.2008,901,21
946,"RA9305571488",20.02.2008,632,98
1238,"HT1009855989",03.07.2006,942,4
1054,"HR8093532797",30.07.2007,849,27
999,"BB6076563685",28.01.2007,629,87
762,"JC4875762693",15.10.2007,534,99
714,"FA6970733476",10.05.2006,913,26
783,"CB7550788473",09.11.2006,547,6
942,"QE5904401898",22.01.2006,899,99
708,"HN7134348462",28.05.2006,332,5
702,"MH6567029408",02.03.2008,711,42
1192,"PT8199596906",18.10.2006,529,7
586,"JX3846723121",17.08.2008,316,15
759,"NI1765678431",18.10.2008,769,83
977,"UE1012372364",30.10.2006,887,21
1192,"CQ4618513775",15.12.2006,473,21
571,"DL2883464798",03.04.2006,872,7
823,"GL6240299813",03.02.2007,392,05
695,"HY9800944190",10.11.2007,640,1
512,"HD8647319914",30.06.2008,868,05
735,"WW7479417352",26.02.2007,310,88
1264,"WR8444283428",27.04.2007,965,24
506,"RC9945345696",04.08.2008,684,98
822,"ZK3163706708",05.08.2008,432,94
607,"CN8053221108",09.01.2006,422,69
1214,"SK2467933624",09.11.2006,304,5
510,"WT4809456712",07.10.2007,547,71
546,"LY8681648822",30.09.2008,294,61
1209,"QK7019953668",20.08.2007,915,75
896,"GQ2708786229",29.11.2006,470,57
1079,"MB3367171686",09.11.2006,801,7
1254,"BB6940558614",11.01.2006,993,32
793,"DF9574101553",29.12.2007,650,36
590,"QN1482948964",25.01.2007,299,43
509,"HY0873168334",20.03.2006,958,79
895,"PR2402543135",25.02.2006,976,59
640,"PD7608719338",17.06.2008,261,71
672,"VL9834153413",17.08.2007,625,69
909,"KQ8500704084",11.10.2008,726,18
856,"RD4351782229",02.01.2008,643,3
885,"BD9998880148",01.01.2007,379,91
1293,"ZS7899794495",08.03.2007,363,52
1187,"YI1870041874",01.12.2008,542,41
817,"RG4805764102",06.12.2008,201,5
1268,"KU5847348951",05.07.2007,260,22
1217,"RH2819354210",29.09.2007,206,66
670,"QD5239412233",15.09.2007,704,83
966,"HY7505293157",16.12.2008,601,79
623,"SH3262559489",09.11.2007,235,68
1254,"HR2994328840",22.04.2007,510,83
892,"ZY0610910395",01.09.2006,200,93
598,"UF9271049889",30.09.2007,209,29
1196,"JT1227658438",09.02.2006,405,14
792,"GR1906014400",31.08.2008,920,61
1206,"SN1120877905",24.10.2007,555,84
769,"DU0597432255",04.12.2006,875,72
524,"JW0459164815",18.01.2008,968,81
570,"MY6244742430",11.12.2007,703,15
826,"YV6109440383",19.06.2006,209,26
757,"DW2708038282",01.03.2007,475,71
1158,"HV1489010911",23.12.2007,224,17
1041,"TV4078752268",07.01.2008,551,55
904,"HH7975621580",24.03.2006,333,15
676,"VF5295466249",29.01.2008,367,84
1045,"UJ8323845739",27.05.2008,833,97
684,"FE0457735435",06.12.2006,420,3
578,"BR7495381619",03.02.2008,803,89
639,"ZQ5961360538",29.10.2007,444,89
633,"PC8341911355",05.02.2007,780,33
861,"CH2448152948",28.11.2007,955,17
965,"NI9838127182",17.07.2007,440,56
817,"NJ9601766026",11.01.2006,234,33
589,"QD0010026234",29.08.2006,815,56
991,"EK9537563880",23.07.2008,280,37
1173,"CZ1728811269",12.02.2007,622,03
862,"OH8673785090",28.04.2008,712,15
1021,"JO3038161321",03.07.2006,423,75
516,"XG1288721347",02.06.2008,504,6
650,"TD4306868483",25.10.2007,395,82
1136,"LG9764838149",03.10.2007,892,77
1192,"TD8631223362",26.12.2006,904,59
1254,"BH6512076878",21.11.2008,910,07
925,"VK4271031787",02.05.2006,990,43
1111,"MN5460491224",21.09.2008,256,89
1299,"KO5008351448",10.01.2008,792,9
1266,"FI1923036062",31.03.2007,585,33
1180,"HK9128720734",17.12.2007,244,62
1147,"OH6986838595",03.04.2007,680,09
540,"OV2554106367",16.06.2006,225,14
894,"PQ6361867786",30.03.2008,665,24
1079,"CR5102126151",24.08.2008,864,76
514,"EF3031414329",23.10.2006,925,23
756,"MW6441299215",22.12.2008,666,5
1041,"AE8624438974",16.07.2008,540,84
1143,"EZ1488659306",09.08.2008,624,68
1176,"OR9256732429",09.11.2008,960,02
1123,"RW3338555116",06.06.2006,210,78
748,"CT2445407084",23.11.2008,200,82
1051,"EF0675652318",24.05.2006,818,38
999,"FC3215276788",30.12.2007,763,15
598,"QZ0946814172",03.10.2008,864,8
891,"QD4048217123",11.12.2007,267,75
1170,"XX9086789993",21.05.2007,679,9
704,"HB4648238680",02.04.2007,881,22
682,"EO9329715515",21.11.2006,431,37
966,"CV5558931489",10.12.2006,291,33
1252,"EZ8436882072",31.01.2006,881,61
679,"CI0033537051",11.12.2006,998,92
981,"MW6511472731",30.05.2007,201,4
682,"SE1228381190",20.10.2007,861,09
1127,"OB1285269538",26.08.2007,224,31
808,"KC1231834573",04.03.2008,984,94
506,"PZ2090156850",21.09.2007,669,5
1265,"LW3897237671",09.05.2008,901,24
1268,"JT0274392843",12.08.2007,230,73
1285,"LZ0542200902",07.11.2006,276,24
779,"NO6148869841",11.02.2008,884,44
1145,"LQ9000684650",27.07.2008,909,85
794,"LU1516447166",24.08.2008,556,06
570,"LF4375795292",21.10.2008,462,91
965,"EJ7355359340",29.11.2007,447,11
980,"RY8797205037",03.04.2006,705,29
678,"TH9260426545",18.11.2006,326,92
650,"EB1805219738",07.06.2007,936,69
877,"RS3037823341",11.08.2008,968,68
866,"EF0713267965",29.05.2006,442,04
647,"LJ6157998848",08.02.2007,721,76
599,"ZE3291967080",08.11.2006,864,97
688,"YO5462577519",13.09.2008,801,87
565,"WD6442014642",24.04.2006,258,62
1100,"SN8572946072",13.11.2006,305,55
563,"IY2631702079",07.08.2006,953,02
883,"UZ2101933948",26.07.2008,256,65
917,"AV4846919837",12.12.2008,520,02
828,"VA2200074904",14.04.2007,430,3
903,"HB7172861891",17.04.2008,257,28
520,"HG9227718641",01.09.2008,314,07
532,"IC3158959294",25.05.2007,817,19
1294,"KG6036599118",15.02.2007,615,06
587,"EN8708693801",20.10.2006,311,57
1093,"BY1805716797",19.11.2008,450,25
1023,"HU6947744023",11.04.2006,885,99
653,"TA4221830018",07.06.2006,816,93
881,"HA6065575810",07.11.2006,229,6
1004,"WX7361497040",30.09.2008,582,79
1207,"DE5271400674",18.05.2006,408,26
1079,"QX9075984903",29.09.2007,506,16
1000,"JV2267042370",01.02.2008,245,16
651,"YH0024534955",05.12.2008,352,55
1191,"VW8420650032",28.01.2008,457,24
1055,"ZM8307362526",20.09.2006,657,49
1299,"UL2953220925",08.02.2007,953,51
1117,"NS4132705610",12.03.2006,352,85
1121,"TY3437510171",14.02.2006,750,34
567,"NX5812016780",16.09.2006,570,73
993,"RG5758503703",27.10.2008,916,01
856,"PG7865196109",20.09.2007,519,14
975,"VK8423572328",21.12.2008,671,24
919,"RA4394310626",26.07.2008,832,27
533,"BM0881700614",08.05.2007,290,23
1086,"IE3726477602",20.06.2007,691,05
1173,"XJ3809769959",06.09.2008,223,91
1028,"GC6173449651",26.09.2008,731,01
901,"ZH5804343775",17.02.2008,748,58
1093,"UK5724604402",10.01.2006,559,78
501,"VQ2553294881",27.01.2008,481,32
1038,"GD1413676155",15.06.2006,240,26
1145,"OQ0936678751",30.01.2008,947,97
684,"NM6496926930",31.01.2006,412,99
991,"TV1646652097",01.09.2008,891,3
1250,"CT4700834156",12.07.2006,878,65
1229,"MY6549122384",20.12.2006,612,19
687,"PV9179855120",15.06.2006,289,97
967,"IU6473632108",29.08.2007,601,69
897,"IN9389194151",14.02.2008,762,92
968,"HN7776279019",19.03.2007,890,38
534,"RW4151723413",16.05.2006,959,38
1124,"TA2554418170",22.10.2007,767,48
1219,"HK9322144626",12.06.2006,963,73
914,"GO0901740867",14.12.2007,853,95
1062,"MN8561092451",25.05.2008,732,38
1140,"GT9279882315",12.02.2006,202,92
644,"OB4657415722",02.04.2008,478,71
925,"EG3673838288",16.12.2008,593,9
698,"WT2608584793",11.03.2006,722,9
704,"CH4579766614",07.09.2008,939,95
712,"VT7437979164",29.08.2008,533,84
1090,"FJ1354007573",28.10.2007,781,65
1102,"AC1154982871",30.12.2006,968,64
920,"GF9384018636",05.01.2006,457,1
1281,"SU0741545050",25.07.2006,726,65
1215,"WK7977267042",02.06.2007,755,7
519,"UL2019320375",30.07.2007,424,48
550,"KR7311558069",14.09.2008,339,34
920,"WB0465569775",23.09.2007,923,07
851,"GL7331698734",16.08.2006,596,4
691,"AW9684906114",24.12.2007,440,78
848,"VF7965966739",19.05.2007,533,36
797,"XN3974752654",04.05.2007,620,77
783,"WT4526975079",26.10.2007,851,58
634,"HA0963219796",27.04.2007,339,98
517,"RG0374947232",08.03.2006,559,46
975,"OM6717294289",26.07.2007,491,32
563,"VG9507675959",20.07.2006,975,54
648,"SF6209869947",27.06.2007,302,67
671,"CT7077137795",09.03.2007,443
807,"MJ7224063911",30.05.2006,613,92
865,"ZE7212833451",28.06.2007,943,69
1196,"MV0793202912",28.06.2006,576,78
962,"PL1285415634",01.09.2006,727,91
1164,"JK6328303408",03.12.2008,512,98
1102,"SX9764340693",03.07.2006,305,55
1049,"OE6125347166",16.10.2008,621,77
614,"SK5185573265",21.12.2007,334,88
647,"MA2992017811",26.07.2007,711,96
565,"AN7218340846",27.06.2008,338,42
1119,"GP5785897319",23.11.2008,400,39
1107,"KJ3205446806",12.06.2008,826,19
629,"HD4220231980",03.04.2008,916,32
932,"FW5453928812",24.04.2007,764,55
999,"VO0591051850",31.12.2006,630,69
1144,"HU1145500581",19.09.2008,240,72
711,"SZ6242341483",28.05.2008,537,81
1111,"UT1026029887",09.12.2007,294,03
625,"TZ6846900921",27.06.2008,610,8
1265,"KI1437550862",27.03.2006,660,09
1205,"EZ3189730467",11.01.2008,272,49
926,"PC5457300982",31.08.2006,855,54
1080,"OE6887606394",20.08.2007,428,62
1247,"TP7347453917",12.11.2007,270,39
1051,"HI4007701967",16.08.2006,445,46
1206,"RR2779529674",08.01.2008,378,72
1093,"YC1145307505",05.09.2007,969,28
728,"OI1648805928",07.01.2007,879,91
1207,"ZP9905903055",29.06.2008,834,31
574,"UA8604589053",16.09.2007,788,86
1265,"CL3287093471",23.03.2007,932,94
608,"MD6430383833",05.07.2006,457,3
975,"TS7402875478",21.09.2008,484,07
868,"AN1896301192",14.09.2006,478,27
734,"DP0559738964",15.08.2006,674,87
657,"YO5173301811",25.02.2007,450,96
953,"MO6498147087",15.11.2007,225,83
614,"QX6345544677",06.05.2008,715,16
1078,"IJ3609789356",04.10.2007,480,95
542,"HG5708872495",02.11.2008,253,64
1118,"YQ8570900347",16.03.2008,412,07
828,"HR0615836411",06.02.2008,453,93
1149,"TA7821680951",02.06.2008,290,82
644,"QE7552388662",31.07.2008,973,58
1274,"KM6636495927",27.12.2007,980,8
1091,"BV1099998523",23.03.2007,608,2
867,"DQ5476859538",23.02.2008,881,06
1049,"IJ8081106232",18.09.2007,875,64
1100,"BB1722821859",21.02.2008,761,11
1189,"JI8886538087",31.07.2007,650,14
1225,"ZK8648698496",12.04.2007,321,27
532,"TV5199529741",18.04.2008,253,89
757,"GD8299611423",29.04.2007,332,39
669,"ZC0728169649",20.05.2008,997,6
1090,"BI6451376935",24.07.2008,514,8
551,"MG1035960854",07.06.2006,899,09
1066,"QM4671876936",22.03.2007,950,27
734,"CJ6767460693",30.06.2008,852,46
1078,"QI4801306398",29.07.2007,437,84
1051,"JP9711290852",09.12.2008,723,51
688,"UG3499976728",22.07.2008,251,58
525,"CM3232596309",25.08.2006,551,83
528,"SS7258098929",04.10.2006,888
639,"XG8796794387",17.09.2007,304,46
575,"XZ3181115212",25.03.2006,850,01
1207,"HD3430234749",02.09.2007,895,32
718,"WA7677287179",22.11.2007,956,09
608,"TR4715286614",16.08.2008,710,5
801,"VD5971049161",20.06.2007,936,69
583,"NV1082675263",23.08.2007,910,68
1093,"ML7929594058",16.04.2007,232,67
926,"EG0346564564",04.11.2008,972,12
724,"VZ7518962891",15.12.2007,996,25
589,"UP1235619607",03.07.2006,519,85
1150,"GC6332382176",22.12.2006,962,23
919,"AI4429021402",06.12.2008,559,22
1198,"UG9797629567",05.05.2008,952,38
519,"EE0072503624",15.07.2007,368,54
907,"EA5873607910",18.09.2007,558,2
1140,"JY9244030555",13.01.2006,428,1
832,"JY1624959147",18.07.2007,654,52
724,"IZ7499279051",23.10.2008,881,59
862,"SH7775806069",15.08.2007,289,54
572,"FU4755650948",06.02.2008,400,83
968,"UJ7464067875",14.10.2008,818,51
1139,"UR8791905215",17.06.2007,406,72
866,"VM0482458657",11.09.2006,953,32
1046,"ZZ7970237883",01.12.2007,438,82
906,"AU2394933768",12.04.2006,933,81
590,"AE1902969954",09.05.2008,508,55
1168,"MW6063914627",11.07.2006,544,86
587,"HI1115050283",20.05.2006,773,53
647,"GT2284586434",24.12.2007,449,38
608,"HT4643111085",14.08.2008,276,65
794,"PU0659762018",18.01.2007,337,46
1095,"KJ1808975979",18.04.2007,856,8
1265,"ZA5129209928",25.10.2006,950,95
680,"WQ1975279088",06.01.2008,908,69
1212,"HY2952671000",14.01.2006,385,46
793,"YG7916707629",17.08.2008,493,03
632,"YB6229215645",13.05.2008,842,65
847,"FG8934526143",01.02.2006,432,48
1020,"LA7087615948",30.09.2007,862,13
1161,"NQ0013910052",12.01.2007,315,96
772,"TB0596931629",30.10.2007,644,4
871,"ZQ9719705223",12.09.2007,228,12
934,"OL3420839232",18.11.2008,245,33
704,"HD3251052682",09.01.2006,572,6
779,"ZA1914764466",16.10.2007,418,67
1238,"UQ3845643600",09.04.2008,414,01
1139,"GD9153224890",01.11.2008,762,94
521,"YM7350653335",21.02.2007,576,62
950,"PW7386525123",16.02.2007,638,41
793,"PO7505247877",25.11.2008,558,44
729,"MD9173015422",23.10.2007,511,79
1215,"HY4164692006",05.01.2006,593,63
710,"YA2615676880",24.01.2006,409,16
748,"YE6473688763",12.02.2007,779,36
1192,"VC0296066626",23.04.2008,660,74
1058,"GB1680180027",28.01.2007,921,17
1002,"FU9547138913",09.03.2007,757,1
919,"AB1682880301",28.12.2008,895,04
873,"MG6025266570",27.02.2006,352,21
1066,"WH5110006148",11.06.2008,325,81
835,"SK6243001414",21.12.2007,896,58
594,"XP6460255208",04.12.2006,288,02
516,"XF8547220775",26.11.2008,913,34
858,"OP8474751661",06.03.2008,999,25
822,"GX2893548038",11.02.2008,388,56
1049,"CP9907412623",23.02.2006,544,64
988,"MB3266183244",26.05.2006,390,33
1064,"EU8172011381",14.11.2008,997,39
851,"CR2366278386",17.09.2007,303,16
1156,"CX5580689354",05.12.2006,333,32
1049,"FT2778801548",04.11.2007,417,21
799,"RC4590406222",13.05.2007,922,96
561,"EP4022509968",29.01.2006,698,72
797,"AU4412150990",25.12.2008,983,02
825,"IC2237496836",31.07.2008,433,03
805,"JM7055055742",14.01.2008,615,79
1249,"QK6186128176",12.10.2008,729,68
1178,"FP8640783252",05.07.2006,625,57
719,"YB5688786453",04.07.2008,858,69
682,"GU9125801014",02.12.2008,212,37
729,"XI7543997381",21.02.2006,695,71
1178,"JX6035462171",27.11.2008,563,16
568,"GL9936764171",28.09.2006,246,77
1042,"HE4001388676",02.08.2006,937,44
881,"IB1275865457",17.04.2007,744,96
900,"RK6670129965",14.02.2006,524,71
990,"RS5948003082",24.01.2006,416,01
1095,"JA0867641384",01.08.2006,390,53
690,"TY9036153321",23.07.2007,743,66
775,"HL3704940099",10.02.2008,472,67
614,"NN6632198134",20.03.2007,984,14
667,"YA2267830236",28.11.2008,488,57
894,"OR7325944785",23.09.2007,424,6
988,"KO5284501517",26.11.2006,423,15
878,"YD4328942839",04.01.2007,910,39
837,"PZ5209148670",18.09.2007,829,16
1212,"ID8855710641",30.06.2006,726,91
948,"LR7232144658",11.04.2007,341,91
991,"VC7030374890",06.12.2008,860,65
582,"ZB9336701734",27.03.2006,835,11
1254,"WA5701673398",18.02.2008,240,13
618,"XZ0120116732",16.12.2008,778,53
684,"MR0364677943",29.08.2007,408,06
864,"AR2633894441",23.09.2006,643,77
834,"HE1188290798",11.03.2007,864,01
735,"UM7642194345",18.12.2006,301,61
586,"DN8576416179",12.08.2008,280,97
1113,"NY0993474498",04.11.2007,503,36
834,"JC1661805824",01.10.2008,998,07
679,"RG2090904418",12.05.2008,396,71
964,"UR5786394017",01.08.2006,871,32
1139,"YO6948225451",05.09.2006,238,91
713,"TF6944140141",25.07.2008,371,84
634,"YY7125842849",11.09.2007,690,76
1041,"LO0643450485",04.12.2006,415,6
835,"KN2134594642",14.07.2006,550,02
651,"EB3213561124",03.02.2008,829,18
931,"VG1509554366",19.10.2007,364,31
639,"OD0035187614",15.12.2008,460,63
965,"NW1593938993",14.01.2008,903,49
524,"AN5856600175",31.03.2008,379,54
815,"WH0531844890",15.09.2008,214,53
653,"IC1732520465",18.07.2006,827,57
653,"UP5842301613",22.03.2007,982,65
1143,"DA2241093969",05.06.2007,427,2
964,"HB4979161873",14.12.2007,831,74
995,"EN4517496709",21.11.2007,885,7
